osd_id|label|bioarchive_code|ena_acc|biosample_acc|start_lat|start_lon|stop_lat|stop_lon|water_depth|local_date|local_start|local_end|start_date_time_utc|end_date_time_utc|site_name|iho_label|mrgid|protocol|objective|platform|device|description|water_temperature|salinity|biome|biome_id|feature|feature_id|material|material_id|ph|phosphate|nitrate|carbon_organic_particulate|nitrite|carbon_organic_dissolved_doc|nano_microplankton|downward_par|conductivity|primary_production_isotope_uptake|primary_production_oxygen|dissolved_oxygen_concentration|nitrogen_organic_particulate_pon|meso_macroplankton|bacterial_production_isotope_uptake|nitrogen_organic_dissolved_don|ammonium|silicate|bacterial_production_respiration|turbidity|fluorescence|pigment_concentration|picoplankton_flow_cytometry|dist_coast_m|dist_coast_iso3_code|longhurst_code|longhurst_descr|longhurst_dist_degrees|lme_name|lme_dist_m
35|OSD35_2014-06-21_1m_NPL022|ABOKM98|ERS667633|SAMEA3275615|38.6792|-76.1742|38.6792|-76.1742|1|2014-06-21|12:01:00-05|13:30:00-05|2014-06-21T17:01:00+00|2014-06-21T18:30:00+00|Cheasapeake Bay|North Atlantic Ocean|1912|NPL022|OSD Main Event Sampling|Oxford Lab Pier|YSI 6600 v2 datasonde|Water sample collected via bucket, 6 filters sub-sampled|26.32|8.97|marine biome|00000447|surface water|00002042|estuarine water|01000301|7.98|NaN|NaN|NaN|NaN|NaN|NaN|NaN|15.41|NaN|NaN|260.37|NaN|NaN|NaN|NaN|NaN|NaN|NaN|9|NaN|NaN|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0.00430846545880476|Northeast U.S. Continental Shelf|0
36|OSD36_2014-06-21_0.5m_NPL022|ABOKL75|ERS667632|SAMEA3275614|39.3322|-75.4699|39.3322|-75.4699|0.5|2014-06-21|12:30:00-05|13:30:00-05|2014-06-21T17:30:00+00|2014-06-21T18:30:00+00|Delaware|North Atlantic Ocean|1912|NPL022|Ocean Sampling Day 2014|Free-standing beach sample|Bucket|Woodland Beach, free-standing sub-surface sample taken after wading in to a depth of ~1.2 m.  |23.55|7.42|marine biome|00000447|surface water|00002042|estuarine water|01000301|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|12.55|NaN|NaN|392.86|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|454|USA|NWCS|Coastal - NW Atlantic Shelves Province|0.0134772881394159|Northeast U.S. Continental Shelf|743
37|OSD37_2014-06-19_1m_NPL022|ABOKL77|ERS667630|SAMEA3275612|26.10293|-80.09315|26.10293|-80.09315|1|2014-06-19|08:11:00-05|08:24:00-05|2014-06-19T13:11:00+00|2014-06-19T13:24:00+00|Port Everglades|North Atlantic Ocean|1912|NPL022|OSD Summer Solstice 2014.  Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample) |NOAA research vessel HILDEBRAND|Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys|particulate matter on a 0.22 um pore size sterivex filter from surface of Port Everglades OSD site 37. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 37 filtered 2 liters of sample. |27.7|33.82|marine biome|00000447|surface water|00002042|sea water|00002149|8.03|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1.61|NaN|NaN|NaN|1069|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Southeast U.S. Continental Shelf|0
37|OSD37_2014-06-19_1m_NE08|ABOKM83|ERS667631|SAMEA3275613|26.10293|-80.09315|26.10293|-80.09315|1|2014-06-19|08:11:00-05|08:24:00-05|2014-06-19T13:11:00+00|2014-06-19T13:24:00+00|Port Everglades|North Atlantic Ocean|1912|NE08|OSD Summer Solstice 2014.  Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample) |NOAA research vessel HILDEBRAND|Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys|particulate matter on a 0.8 um pore size 47mm polycarbonate filter from Port Everglades OSD site 37.  two replicate samples each with 10 filters (0.8 um flat polycarbonate 47mm diameter filters).|27.7|33.82|marine biome|00000447|surface water|00002042|sea water|00002149|8.03|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1.01|NaN|NaN|NaN|1069|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Southeast U.S. Continental Shelf|0
38|OSD38_2014-06-20_0m_NPL022|ABOKL79|ERS667629|SAMEA3275611|24.74490|-80.78375|24.74490|-80.78375|0|2014-06-20|11:55:00-05|12:15:00-05|2014-06-20T16:55:00+00|2014-06-20T17:15:00+00|Long Key|North Atlantic Ocean|1912|NPL022|particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample. |25-foot motor boat (Keys Marine Lab)|Collected seawater with clean bucket by hand toss from 25 foot motor boat, transfered to sterile 20 Liter carboys on board - collected 3 20L carboys|particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.|29.6|36.25|marine biome|00000447|surface water|00002042|sea water|00002149|7.89|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.23|NaN|NaN|NaN|6942|USA|CARB|Trades - Caribbean Province|0|Caribbean Sea|0
41|OSD41_2014-06-21_1m_NPL022|ABOKM12|ERS667627|SAMEA3275609|48.04051|-123.0257|48.04051|-123.0257|1|2014-06-21|10:40:00-08|10:45:00-08|2014-06-21T18:40:00+00|2014-06-21T18:45:00+00|Sequim Bay Park|The Coastal Waters of Southeast Alaska and British Columbia|4313|NPL022|It is a great way for us to participate and learn about how diversified our region is compared to other regions around the world.|Sequim Bay State Park Dock, a public boat dock.|Beta water sampler, horizontal pvc water sampler by Wildco.  YSI monitoring sensor.|Sample was collected with the horizontal water sampler and the water was transferred into a sterile container.  The sterile container was placed on ice, and we proceeded to filter the water right there on the dock.|15.9|24.73|marine biome|00000447|marine algal bloom|01000057|sea water|00002149|NaN|0.931|0.3|NaN|1.47|NaN|NaN|NaN|32055|NaN|NaN|0.01|NaN|NaN|NaN|NaN|24.5|37.1|NaN|NaN|NaN|305.7|NaN|155|USA|CCAL|Coastal - California Upwelling Coastal Province|0.0905592591323763|Gulf of Alaska|1983
42|OSD42_2014-06-21_3m_NPL022|""|ERS667626|SAMEA3275608|38.26861|15.63708|38.26861|15.63708|3|2014-06-21|11:00:00+01|12:00:00+01|2014-06-21T10:00:00+00|2014-06-21T11:00:00+00|Faro Lake|Tyrrhenian Sea|3386|NPL022|Samples from a meromictic lake|boat_papÃ Giovanni|Niskin bottle|Water |20|36.8|marine biome|00000447|meromictic lake|00000199|water|00002006|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|326
43|OSD43_2014-06-21_0m_NE08|ABOKM78|ERS667624|SAMEA3275606|32.86698|-117.25725|32.86698|-117.25725|0|2014-06-21|10:49:00-08|12:25:00-08|2014-06-21T18:49:00+00|2014-06-21T20:25:00+00|SIO Pier|North Pacific Ocean|1908|NE08|The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level.The Scripps pier site has been a major long term coastal sampling site on the west coast of the USA since the 1920s.|Coastal Structure, Ellen Browning Scripps Pier|Bucket, YSI|a|20.04|33.54|marine biome|00000447|surface water|00002042|sea water|00002149|7.92|0.18|0.07|NaN|0.02|83.9|NaN|NaN|51.064|NaN|NaN|257.73|NaN|NaN|NaN|NaN|0|0.5|NaN|NaN|0.96|NaN|NaN|402|USA|CCAL|Coastal - California Upwelling Coastal Province|0|California Current|0
43|OSD43_2014-06-21_0m_NPL022|ABOKM27|ERS667625|SAMEA3275607|32.86698|-117.25725|32.86698|-117.25725|0|2014-06-21|10:49:00-08|12:25:00-08|2014-06-21T18:49:00+00|2014-06-21T20:25:00+00|SIO Pier|North Pacific Ocean|1908|NPL022|The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level. |Coastal Structure, Ellen Browning Scripps Pier|Bucket, YSI|Below is sterivex filters. We also did NE08 protocol but having difficulty entering data.|20.04|33.54|marine biome|00000447|surface water|00002042|sea water|00002149|7.92|0.18|0.07|NaN|0.02|83.9|NaN|NaN|51.064|NaN|NaN|257.73|NaN|NaN|NaN|NaN|0|0.5|NaN|NaN|0.96|NaN|NaN|402|USA|CCAL|Coastal - California Upwelling Coastal Province|0|California Current|0
45|OSD45_2014-06-22_0m_NPL022|ABOKL68|ERS667623|SAMEA3275605|27.61578|-82.72587|27.61578|-82.72587|0|2014-06-22|16:30:00-05|16:55:00-05|2014-06-22T21:30:00+00|2014-06-22T21:55:00+00|Tampa Bay|Gulf of Mexico|4288|NPL022|OSD Summer Solstice 2014.   Prokaryote samples - 6 replicate water samples of 10.5 Liters each (7 sterivex filters for each sample).  |bucket toss from Fort DeSoto Fishing Pier|Collected seawater with clean bucket by hand toss from Fort Desoto Park Fishing Pier - transfered to sterile 20 Liter carboys on board - collected 3 20L carboys|particulate matter on a 0.22 um pore size sterivex filter from surface of Tampa Bay OSD site 45. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 7 sterivex each.  All prokaryotic filters (7 filters each of 5 replicate samples) from site 45 filtered 1.5 liters of sample.|31.2|33.84|marine biome|00000447|surface water|00002042|sea water|00002149|8.23|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|11.2|NaN|NaN|NaN|130|USA|CARB|Trades - Caribbean Province|0|Gulf of Mexico|0
46|OSD46_2014-06-21_0m_NPL022|ABOKL78|ERS667622|SAMEA3275604|30.24840|-88.74825|30.24840|-88.74825|0|2014-06-21|14:00:00-06|14:15:00-06|2014-06-21T20:00:00+00|2014-06-21T20:15:00+00|Horn Island|Gulf of Mexico|4288|NPL022|To determine the composition and diversity of microbes in the world's oceans |Boat, Gravois IV|Carboys|subsurface |29.8|17.5|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|187|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|611|USA|CARB|Trades - Caribbean Province|0|Gulf of Mexico|0
47|OSD47_2014-06-21_0m_NPL022|ABOKM66|ERS667621|SAMEA3275603|45.502|12.4176|45.502|12.4176|0|2014-06-21|13:56:00+01|13:57:00+01|2014-06-21T12:56:00+00|2014-06-21T12:57:00+00|Venice Lagoon|Adriatic Sea|3314|NPL022|.|UNIPD Boat|10 L bottle|The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here.|25.3|27.42|mediterranean sea biome|01000047|lagoon|00000038|brackish water|00002019|7.67|0.165|1.75|NaN|1.24|NaN|NaN|NaN|NaN|NaN|NaN|4.26|NaN|NaN|NaN|NaN|2.01|13.37|NaN|NaN|NaN|3.18|NaN|253|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|104
48|OSD48_2014-06-21_0m_NPL022|ABOKM21|ERS667620|SAMEA3275602|45.4125|12.5265|45.4125|12.5265|0|2014-06-21|10:50:00+01|10:52:00+01|2014-06-21T09:50:00+00|2014-06-21T09:52:00+00|Venice Gulf|Adriatic Sea|3314|NPL022|OSD sampling|UNIPD Boat|10 L bottle|The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here|22.2|33.14|mediterranean sea biome|01000047|coast|00000303|sea water|00002149|8.28|0.09|4.89|NaN|0.17|NaN|NaN|NaN|NaN|NaN|NaN|7.31|NaN|NaN|NaN|NaN|4.92|6.33|NaN|NaN|NaN|1.5|NaN|5262|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
49|OSD49_2014-06-21_2m_NPL022|ABOKL74|ERS667619|SAMEA3275601|45.325568|13.33189|45.325568|13.33189|2|2014-06-21|10:30:00+01|11:00:00+01|2014-06-21T09:30:00+00|2014-06-21T10:00:00+00|Vida|Adriatic Sea|3314|NPL022|This  sampling activity is also a part of a long-term time series data set  that is a part of an on-going water-quality monitoring program that  Marine Biology Station (NIB, Slovenia) has supported for more than 15  years.|research vessel|5L Niskin|Seawater sample collected at 2 m depth.|22|34|mediterranean sea biome|01000047|surface water|00002042|coastal sea water|00002150|8.3|0.067|2.59|NaN|0.018|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.3|NaN|16318|HRV|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
50|OSD50_2014-06-20_0m_NPL022|ABOKM69|ERS667618|SAMEA3275600|43.333333|-1.925|43.333333|-1.925|0|2014-06-20|08:09:00+01|08:11:00+01|2014-06-20T07:09:00+00|2014-06-20T07:11:00+00|Pasaia|Bay of Biscay|2359|NPL022|Contribute to OSD - obtain data for biodiversity and connectivity assessment within the DEVOTES project|Pasaia Oceano meteorological station|Niskin bottle|no extended sample description |20|34.3|marine biome|00000447|surface water|00002042|sea water|00002149|8.34|0.16|1.6|NaN|0.84|NaN|NaN|97.9|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1.7|1.63|NaN|0.64|NaN|NaN|NaN|0|ESP|CNRY|Coastal - Canary Coastal Province (EACB)|0.0158281371852481|Iberian Coastal|209
51|OSD51_2014-06-21_2m_NPL022|ABOKL93|ERS667616|SAMEA3275598|9.3485|-82.2660|9.3485|-82.2660|2|2014-06-21|10:56:00-05|11:02:00-05|2014-06-21T15:56:00+00|2014-06-21T16:02:00+00|Bocas del Toro|Caribbean Sea|4287|NPL022|"The sampling activity will be part of a long term project named "" Marine Geo"""|"Research boat ""Loligo"""|Water sampling Bottle Van Dorn 2.2 liters|Surface Water|29.1|34.6|marine pelagic biome|01000023|surface water|00002042|coastal sea water|00002150|8.12|NaN|NaN|NaN|NaN|NaN|NaN|NaN|52.7|NaN|NaN|1866.66|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|97|PAN|GUIA|Coastal - Guianas Coastal Province|0|Caribbean Sea|0
52|OSD52_2014-06-21_1m_NPL022|ABOKN00|ERS667609|SAMEA3275591|27.02527|33.91255|27.02527|33.91253|1|2014-06-21|12:07:00+02|12:14:00+02|2014-06-21T10:07:00+00|2014-06-21T10:14:00+00|Abu Hashish|Red Sea|4264|NPL022|The Objective of this sampling trip is to contribute to the âOcean Sampling Dayâ initiative through providing environmental water samples from the Red Sea, based on OSP standardized protocols. The Red Sea is a large marine ecosystem, characterized by a relatively high salinity and temperature with complex and diverse biological life including unique coral reefs. The two Red Sea samples were obtained near the coast of Hurghada, a main tourist center. Both sample sites Abu Hashish and Ras Disha are shallow diving sites (5 -30 m). Abu Hashish is characterized by hard, soft and table corals abundance. Ras Disha is also unique for itâs large patches of seagrass.|Zodiac|collection device: 10 L Acid washed buckets, measurement device: YSI proplus probe|near coral reef high tide windy elevation 5.9|27|38.33|marine biome|00000447|surface water|00002042|sea water|00002149|8.22|NaN|NaN|NaN|NaN|NaN|NaN|NaN|59.8573333|NaN|NaN|191.1249|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1327|EGY|REDS|Coastal - Red Sea, Persian Gulf Province|0|Red Sea|0
53|OSD53_2014-06-21_1m_NPL022|ABOKM53|ERS667608|SAMEA3275590|27.041533|33.907033|27.041533|33.9082|1|2014-06-21|10:43:00+02|10:50:00+02|2014-06-21T08:43:00+00|2014-06-21T08:50:00+00|Ras Disha|Red Sea|4264|NPL022|The Objective of this sampling trip is to contribute to the âOcean Sampling Dayâ initiative through providing environmental water samples from the Red Sea, based on OSP standardized protocols. The Red Sea is a large marine ecosystem, characterized by a relatively high salinity and temperature with complex and diverse biological life including unique coral reefs. The two Red Sea samples were obtained near the coast of Hurghada, a main tourist center. Both sample sites Abu Hashish and Ras Disha are shallow diving sites (5 -30 m). Abu Hashish is characterized by hard, soft and table corals abundance. Ras Disha is also unique for itâs large patches of seagrass.|Zodiac|collection device: 10 L buckets, measurement: YSI ptoplus probe|environment depth = 8, near coral reef,  high tide, windy, elevation 5.9 |27.283333333|38.352|marine biome|00000447|surface water|00002042|sea water|00002149|8.218|NaN|NaN|NaN|NaN|NaN|NaN|NaN|60.16383333|NaN|NaN|204.6354167|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|782|EGY|REDS|Coastal - Red Sea, Persian Gulf Province|0|Red Sea|240
54|OSD54_2014-06-21_1m_NE08|ABOKM79|ERS667607|SAMEA3275589|43.8444|-69.6409|43.8444|-69.6409|1|2014-06-21|10:45:00-05|11:30:00-05|2014-06-21T15:45:00+00|2014-06-21T16:30:00+00|Maine Booth Bay|North Atlantic Ocean|1912|NE08|OSD54_6-2014_BOOTHBAY Eukaryotic sampling|Floating Dock|5 L Niskin Bottle|OSD54_6_2014_BoothBAY, Maine USA, eukaryotic samples|11.9|31|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|189|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Northeast U.S. Continental Shelf|0
55|OSD55_2014-06-21_1m_NPL022|ABOKM64|ERS667604|SAMEA3275586|43.8604|-69.5781|43.8604|-69.5781|1|2014-06-21|11:30:00-05|12:37:00-05|2014-06-21T16:30:00+00|2014-06-21T17:37:00+00|Maine Damariscotta River|North Atlantic Ocean|1912|NPL022|OSD sampling from Maine USA, Damariscotta River|Floating Dock|3 L Niskin Bottle|OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges|12.5|32|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Northeast U.S. Continental Shelf|758
55|OSD55_2014-06-21_1m_NE08|ABOKM80|ERS667605|SAMEA3275587|43.8604|-69.5781|43.8604|-69.5781|1|2014-06-21|11:30:00-05|12:37:00-05|2014-06-21T16:30:00+00|2014-06-21T17:37:00+00|Maine Damariscotta River|North Atlantic Ocean|1912|NE08|OSD55_6_2014_Maine_Damariscotta River Eukaryotic sampling|Floating Dock|3 L Niskin Bottle|OSD55_06_2014_Maine, USA Damariscotta River Eukaryotic samples|12.5|32|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Northeast U.S. Continental Shelf|758
56|OSD56_2014-06-24_0m_NPL022|ABOKL67|ERS667603|SAMEA3275585|21.28880|-156.86362|21.28880|-156.86362|0|2014-06-24|21:20:00-10|21:20:00-10|2014-06-24T07:20:00+00|2014-06-24T07:20:00+00|Hawaii Kakaako|North Pacific Ocean|1908|NPL022|OSD|BOAT|ACID WASHED BUCKET|SCOOP ACID WASHED BUCKET ON SURFACE|26.06|35|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|13169|USA|NPTG|Trades - N. Pacific Tropical Gyre Province|0|Insular Pacific-Hawaiian|0
57|OSD57_2014-06-24_0m_NPL022|ABOKL64|ERS667602|SAMEA3275584|21.28656|-157.84351|21.28656|-157.84351|0|2014-06-24|21:38:00-10|21:38:00-10|2014-06-24T07:38:00+00|2014-06-24T07:38:00+00|Hawaii Oahu|North Pacific Ocean|1908|NPL022|OSD|BOAT|ACID WASHED BUCKET|SCOOPED SURFACE WATER WITH ACID WASHED BUCKET |27.58|34|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|USA|NPTG|Trades - N. Pacific Tropical Gyre Province|0|Insular Pacific-Hawaiian|0
58|OSD58_2014-06-21_1m_NPL022|ABOKM28|ERS667601|SAMEA3275583|34.7181|-76.6707|34.7181|-76.6707|1|2014-06-21|10:30:00-05|12:00:00-05|2014-06-21T15:30:00+00|2014-06-21T17:00:00+00|PICO|North Atlantic Ocean|1912|NPL022|time-series of coastal variability|dock|niskin bottle|nothing additional|25.8|35.8|estuarine biome|01000020|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|5.03|2.26|6.708|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Southeast U.S. Continental Shelf|0
60|OSD60_2014-06-19_0.1m_NPL022|ABOKM20|ERS667600|SAMEA3275582|33.32306|-79.16763|33.32306|-79.16763|0.1|2014-06-19|10:45:00-05|11:00:00-05|2014-06-19T15:45:00+00|2014-06-19T16:00:00+00|South Carolina 2 - North Inlet|North Atlantic Ocean|1912|NPL022|collect microbial DNA samples|motor boat|4 L sterile bottles|surface sample|27.77|35.13|marine biome|00000447|coast|00000303|brackish water|00002019|7.92|NaN|NaN|NaN|NaN|NaN|NaN|NaN|53.34|NaN|NaN|5.51|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|90|USA|NWCS|Coastal - NW Atlantic Shelves Province|0.00513784952939319|Southeast U.S. Continental Shelf|841
61|OSD61_2014-06-21_0.5m_NPL022|ABOKL94|ERS667599|SAMEA3275581|41.524467|-70.672174|41.524467|-70.672174|0.5|2014-06-21|16:08:00-05|16:43:00-05|2014-06-21T21:08:00+00|2014-06-21T21:43:00+00|Vineyard Sound|North Atlantic Ocean|1912|NPL022|Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA.|Dock|Bucket|We filled ten 2L plastic containers containers with ocean surface water. We planned to filter 4 liters of ocean water through 5 different sterivex filters. The bucket and all plastic containers used for sampling were 10% HCl acid washed and were rinsed with DI water before sampling.|19.2|30.7|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|7.38|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Northeast U.S. Continental Shelf|0
62|OSD62_2014-06-21_0.2m_NPL022|ABOKL62|ERS667598|SAMEA3275580|53.225417|-4.159028|53.225417|-4.159028|0.2|2014-06-21|10:00:00+00|10:02:00+00|2014-06-21T10:00:00+00|2014-06-21T10:02:00+00|Manai Straits|Irish Sea and St. George's Channel|2357|NPL022|surface seawater microbiome in Menai Straits|Floating pier|10 L polypropylene bottles, thermometer, refractometer|surface water from Menai Straits|16|34|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|GBR|NECS|Coastal - NE Atlantic Shelves Province|0.00103060856017285|Celtic-Biscay Shelf|0
63|OSD63_2014-06-20_0m_NPL022|ABOKM34|ERS667597|SAMEA3275579|45.314350|12.508317|45.314350|12.508317|0|2014-06-20|12:30:00+01|14:30:00+01|2014-06-20T11:30:00+00|2014-06-20T13:30:00+00|Venice Acqua Alta|Adriatic Sea|3314|NPL022|Ocean Sampling Day June 2014|"CNR ""LITUS"" BOAT"|5 LT bottle|"Each ""replicate"" was composed by 4 sub-replicates (i.e., 4 sterivex, in order to reach a filtered volume of about 5 lt per replicate) es:  - Replicate 1 OSD63_06_14_VENICEACQUAALTA_NPL022_1R1_SURFACE  OSD63_06_14_VENICEACQUAALTA_NPL022_1R2_SURFACE  OSD63_06_14_VENICEACQUAALTA_NPL022_1R3_SURFACE  OSD63_06_14_VENICEACQUAALTA_NPL022_1R4_SURFACE  - Replicate 2 OSD63_06_14_VENICEACQUAALTA_NPL022_2R1_SURFACE  OSD63_06_14_VENICEACQUAALTA_NPL022_2R2_SURFACE  OSD63_06_14_VENICEACQUAALTA_NPL022_2R3_SURFACE  OSD63_06_14_VENICEACQUAALTA_NPL022_2R4_SURFACE   and so on. Thus, we have a total of 16 sterivex sent (4 per replicate, one sampling site)."|21.781|32.768|marine biome|00000447|surface water|00002042|sea water|00002149|8.65|0.06|6.17|NaN|0.17|NaN|NaN|NaN|46.894|NaN|NaN|302.7|NaN|NaN|NaN|NaN|0.6|5.52|NaN|2.77|0.34|0.93|NaN|13918|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
64|OSD64_2014-06-21_1m_NPL022|ABOKL73|ERS667596|SAMEA3275578|46.44155|30.77595|46.44155|30.77595|1|2014-06-21|11:30:00+02|12:30:00+02|2014-06-21T09:30:00+00|2014-06-21T10:30:00+00|Odessa|Black Sea|3319|NPL022|OSD in the bay of Odessa, Black Sea, Ukraine|UOA-7119PM171G|Nansen bottle|Surface water|20.3|17.63|marine biome|00000447|surface water|00002042|sea water|00002149|8.4|1|1|NaN|2|NaN|NaN|NaN|32.2|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1|NaN|NaN|NaN|NaN|NaN|NaN|145|UKR|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.0146781294971991|Black Sea|1258
