osd_id,label,bioarchive_code,ena_acc,biosample_acc,start_lat,start_lon,stop_lat,stop_lon,water_depth,local_date,local_start,local_end,start_date_time_utc,end_date_time_utc,site_name,iho_label,mrgid,protocol,objective,platform,device,description,water_temperature,salinity,biome,feature,material,ph,phosphate,nitrate,carbon_organic_particulate,nitrite,carbon_organic_dissolved_doc,nano_microplankton,downward_par,conductivity,primary_production_isotope_uptake,primary_production_oxygen,dissolved_oxygen_concentration,nitrogen_organic_particulate_pon,meso_macroplankton,bacterial_production_isotope_uptake,nitrogen_organic_dissolved_don,ammonium,silicate,bacterial_production_respiration,turbidity,fluorescence,pigment_concentration,picoplankton_flow_cytometry
14,OSD14_2014-06-23_2m_NPL022,"",ERS667654,SAMEA3275633,42.49,3.15,42.49,3.14,2,2014-06-23,09:05:00+01,09:20:00+01,2014-06-23T08:05:00+00,2014-06-23T08:20:00+00,Banyuls,Mediterranean Sea - Western Basin,4279,NPL022,Time-series in North-West Mediterranean linking microbial community dynamics to biogeochemical function.,Research Vessel,CTD rosette equipped with 12 litre Niskins and seabird electronics,"Samples were collected in 12 litre Niskins, stored in carboys and filtered in the laboratory to generate different size fractions.  Samples for community structure (5L) and metagenomics (10L) can be distinguished from sample container, filter type and volume filtered.",20.422,37.833,"Ocean, Temperate, Oligotrophic","Coastal, North-West Mediterranean",PVDF and polycarbonate filters,8.278,0.01,0.02,1423.686,0.01,NaN,NaN,NaN,51.85,NaN,NaN,224.06,236.43,NaN,2.63,NaN,0.074,0.6,NaN,0.44,0.26,0.26,0
169,OSD169_2014-06-21_0.1m_NPL022,"",ERS667492,SAMEA3275483,51.796139,1.012958,51.796139,1.012958,0.1,2014-06-21,11:49:00+00,12:09:00+00,2014-06-21T11:49:00+00,2014-06-21T12:09:00+00,"Brightlingsea Creek, Essex",North Sea,2350,NPL022,Sampling for OSD,Essex Research Boat,Bucket,"Sampling for OSD. Sunny, clear skies. Filtered 500 mL seawater onto Sterivex filters (0.22 um) for DNA  extraction Filtered 100 mL seawater onto glassfibre (Fisher MF-300, 25 mm, 0.7 um poresize) for particulate chlorophyll-a and dissovled nutrients etc.  Many ctenophores (Pleurobrachia sp.)",18.5,35.2,marine biome,surface water,seawater,8.28,1.426,3.842,NaN,1.712,NaN,NaN,NaN,35.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.458,7.554,NaN,NaN,NaN,NaN,NaN
168,OSD168_2014-06-21_2m_NPL022,"",ERS667493,SAMEA3275484,38.41333,27.03421,38.41333,27.03421,2,2014-06-21,11:15:10+02,11:55:10+02,2014-06-21T09:15:10+00,2014-06-21T09:55:10+00,IMST_izmir,Aegean Sea,3315,NPL022,"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.",R/V K Piri Reis deck,Nansen Bottle,It was a sunny day. Sea colour was close to green and it was turbid in the port (on-board sampling). ,25.7352,38.301,marine biome,marine habitat,surface water,8.29,4.563,0.123,357.96,0.196,NaN,6601571754,NaN,58.32,NaN,NaN,268.671,0.399,NaN,NaN,NaN,0.671,3.83,NaN,NaN,NaN,9.057,NaN
167,OSD167_2014-06-21_0.1m_NPL022,"",ERS667494,SAMEA3275485,65.7064,-18.1181,65.7064,-18.1181,0.1,2014-06-21,14:15:00+00,15:30:00+00,2014-06-21T14:15:00+00,2014-06-21T15:30:00+00,Eyafjordur_6,Greenland Sea,2356,NPL022,"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland",Coastline,Plastic container 5 L,"Shore samples, collecter stepped into water and filled containers with surface water",11,1.1,ENVO:00000039,ENVO:00002150,ENVO:00002010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,OSD165_2014-06-23_2m_NPL022,"",ERS667496,SAMEA3275487,57.8498,-5.6495,57.8498,-5.6495,2,2014-06-23,09:00:00+00,09:00:00+00,2014-06-23T09:00:00+00,2014-06-23T09:00:00+00,Loch Ewe,Inner Seas off the West Coast of Scotland,4283,NPL022,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.,Boat,Bucket,This is a sample taken from Loch Ewe as part of Marine Scotland's coastal ecosystem monitoring programme,14.3,32.4453,This is a filtered seawater sample,Sample comes from a sea loch with a North Atlantic influence,Sterivex filter,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,OSD163_2014-06-20_2m_NPL022,"",ERS667497,SAMEA3275488,58.957,-2.9726,58.957,-2.9726,2,2014-06-20,12:00:00+00,12:00:00+00,2014-06-20T12:00:00+00,2014-06-20T12:00:00+00,Scapa,North Sea,2350,NPL022,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme,pier,bucket,This is a surface sample,11.7,34.445,Seawater,Atlantic ,seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,OSD162_2014-06-23_1m_NPL022,"",ERS667498,SAMEA3275489,56.9631,-2.1031,56.9631,-2.1031,1,2014-06-23,11:00:00+00,11:00:00+00,2014-06-23T11:00:00+00,2014-06-23T11:00:00+00,Stonehaven,North Sea,2350,NPL022,The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.,The sampling site is 5km offshore and sampling is performed from a boat. Sampling for OSD was performed using a 10m Lund tube.,A 10m Lund tube was used to collect water for the OSD samples.,Sample is an integrated tube sample from 0 - 10m,12.2,34.3163,seawater,seawater,seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,OSD159_2014-06-21_2m_NPL022,"",ERS667499,SAMEA3275490,48.359,-4.552,48.359,-4.552,2,2014-06-21,11:00:00+01,11:30:00+01,2014-06-21T10:00:00+00,2014-06-21T10:30:00+00,Brest-SOMLIT,Celtic Sea,2351,NPL022,Prokaryotes and Eukaryotes,Brest-Somlit Station.,Niskin Bottle 8 Liters,Sea Water collected using a Niskin bottle.,16,34.78,in situ Sea Water,Iroise sea,polypropylene bottle,8.1,0.034,0.274,169.98,0.03,NaN,NaN,1341,NaN,NaN,NaN,239.48,31.06,NaN,NaN,NaN,0.285,1.664,NaN,NaN,NaN,1,NaN
158,OSD158_2014-06-21_0m_NPL022,"",ERS667500,SAMEA3275491,37.4328,-25.19,37.4328,-25.19,0,2014-06-21,10:20:00-01,11:00:00-01,2014-06-21T11:20:00+00,2014-06-21T12:00:00+00,Sao Miguel Azores II,North Atlantic Ocean,1912,NPL022,Microbial environmenta Characterization,Zephirus (zodiac),Bucket,Seawater surface water,19.2,35.7,ENVO:00000447,ENVO:00002042,ENVO:00002010,7.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,NaN,NaN,327.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,NaN,NaN,NaN
157,OSD157_2014-06-20_80m_NPL022,"",ERS667501,SAMEA3275492,59.6220,10.6282,59.6220,10.6282,80,2014-06-20,10:00:00+01,12:30:00+01,2014-06-20T09:00:00+00,2014-06-20T11:30:00+00,ELLEIm2,Skaggerak,2379,NPL022,Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,Trygve Braarud  http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m ,11.5,34.7,ENVO:00000447 marine biome,The site is in the outerpart of the Oslofjord ,ENVO:00002010 seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157,OSD157_2014-06-20_1m_NPL022,"",ERS667502,SAMEA3275493,59.6220,10.6282,59.6220,10.6282,1,2014-06-20,10:00:00+01,12:30:00+01,2014-06-20T09:00:00+00,2014-06-20T11:30:00+00,ELLEIm2,Skaggerak,2379,NPL022,Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,Trygve Braarud  http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m ,18,26.115,ENVO:00000447 marine biome,The site is in the outerpart of the Oslofjord ,ENVO:00002010 seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,OSD156_2014-06-21_1m_NPL022,"",ERS667503,SAMEA3275494,59.89961,10.71999,59.89961,10.71999,1,2014-06-21,11:00:00+01,13:00:00+01,2014-06-21T10:00:00+00,2014-06-21T12:00:00+00,Hvaler Tisler Site,Skaggerak,2379,NPL022,Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .,OSF,1 bucket a 5 L  deployed x at  1 m,OSD156_n_1m 4.5 Liters sampled  Weather conditions http://www.yr.no/place/Norway/Oslo/Oslo/Kavringen/almanakk.html?dato=2014-06-21 Other paremeters will be available http://www.aquamonitor.no/oslofjord/ site kavringen The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand ,17.8,30.054,ENVO:00000447 marine biome,ENVO:00002042 Surface water  ,ENVO:00002010 seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,OSD156_2014-06-21_11.8m_NPL022,"",ERS667504,SAMEA3275495,59.89961,10.71999,59.89961,10.71999,11.8,2014-06-21,11:00:00+01,13:00:00+01,2014-06-21T10:00:00+00,2014-06-21T12:00:00+00,Hvaler Tisler Site,Skaggerak,2379,NPL022,Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .,OSF,1 bucket a 5 L  deployed x at  1 m,OSD156_n_1m 4.5 Liters sampled  Weather conditions http://www.yr.no/place/Norway/Oslo/Oslo/Kavringen/almanakk.html?dato=2014-06-21 Other paremeters will be available http://www.aquamonitor.no/oslofjord/ site kavringen The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand ,17.8,30.054,ENVO:00000447 marine biome,ENVO:00002042 Surface water  ,ENVO:00002010 seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155,OSD155_2014-06-21_12.8m_NPL022,"",ERS667505,SAMEA3275496,59.81618,10.59863,59.81618,10.59863,12.8,2014-06-21,08:00:00+01,11:00:00+01,2014-06-21T07:00:00+00,2014-06-21T10:00:00+00,Steilene Oslofjord,Skaggerak,2379,NPL022,"Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",C4 Bombard,Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed),A sheltered location at the latitude of a realtime weather station http://www.steilene.nortek.no  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils:,18.7,30.054,ENVO:00000447 marine biome,Sheltered location near shore and weather station ,Particulate matter  on a 0.22 Î¼m  pore size filter ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155,OSD155_2014-06-21_1m_NPL022,"",ERS667506,SAMEA3275497,59.81618,10.59863,59.81618,10.59863,1,2014-06-21,08:00:00+01,11:00:00+01,2014-06-21T07:00:00+00,2014-06-21T10:00:00+00,Steilene Oslofjord,Skaggerak,2379,NPL022,"Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",C4 Bombard,Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed),A sheltered location at the latitude of a realtime weather station http://www.steilene.nortek.no  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils:,18.7,30.054,ENVO:00000447 marine biome,Sheltered location near shore and weather station ,Particulate matter  on a 0.22 Î¼m  pore size filter ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154,OSD154_2014-06-20_1m_NPL022,"",ERS667507,SAMEA3275498,44.66666,-1.16666,44.66666,-1.16666,1,2014-06-20,12:20:00+01,12:40:00+01,2014-06-20T11:20:00+00,2014-06-20T11:40:00+00,Arcachon-SOMLIT,Bay of Biscay,2359,NPL022,impact of global change on coastal zones and its relative importance compared with local human activities,research vessel PLANULA IV,30 liters - Niskin,surface water,20.7,32.4,ENVO:01000023,ENVO:00002042,ENVO:00002010,8.05,0.04,1,NaN,0.04,NaN,NaN,NaN,NaN,NaN,NaN,231.4,NaN,NaN,NaN,NaN,1.21,4.8,NaN,NaN,NaN,1.16,NaN
153,OSD153_2014-06-21_0m_NPL022,"",ERS667508,SAMEA3275499,36.997655,-7.973119,36.997655,-7.973119,0,2014-06-21,10:15:00+00,10:35:00+00,2014-06-21T10:15:00+00,2014-06-21T10:35:00+00,Faro Island,North Atlantic Ocean,1912,NPL022,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",On Site Access,"5L Plastic water Gallons, Disinfected",Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing. ,21.1,34.4,Marine,Surface ,Seawater,8.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.83,NaN,NaN,NaN,NaN,0.3839,NaN,NaN,NaN,NaN,NaN,NaN
152,OSD152_2014-06-20_1m_NPL022,"",ERS667509,SAMEA3275500,44.6936,-63.6403,44.6936,-63.6403,1,2014-06-20,12:10:30-04,12:15:00-04,2014-06-20T16:10:30+00,2014-06-20T16:15:00+00,Compass Buoy Station - Bedford Basin,North Atlantic Ocean,1912,NPL022,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,"dive vessel, Eastcom",10L Niskin,1m - cast 2,12.8,28.9,"ENVO:00000447 for ""marine biome""","ENVO:00002042 for ""surface water""","ENVO:00002010 for ""seawater""",8.2,NaN,NaN,NaN,NaN,NaN,NaN,2.58,3437,NaN,NaN,294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,NaN,NaN
152,OSD152_2014-06-20_1m_NE08,"",ERS667510,SAMEA3275501,44.6936,-63.6403,44.6936,-63.6403,1,2014-06-20,11:54:00-04,11:59:00-04,2014-06-20T15:54:00+00,2014-06-20T15:59:00+00,Compass Buoy Station - Bedford Basin,North Atlantic Ocean,1912,NE08,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,"dive vessel, Eastcom",10L Niskin,1m - cast 1 for eukaryotes,12.8,28.9,"ENVO:00000447 for ""marine biome""","ENVO:00002042 for ""surface water""","ENVO:00002010 for ""seawater""",8.2,NaN,NaN,NaN,NaN,NaN,NaN,2.58,3437,NaN,NaN,294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,NaN,NaN
152,OSD152_2014-06-20_5m_NPL022,"",ERS667511,SAMEA3275502,44.6936,-63.6403,44.6936,-63.6403,5,2014-06-20,12:30:00-04,12:35:00-04,2014-06-20T16:30:00+00,2014-06-20T16:35:00+00,Compass Buoy Station - Bedford Basin,North Atlantic Ocean,1912,NPL022,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,"dive vessel, Eastcom",10L Niskin,5m - cast 2,10.8,29.8,"ENVO:00000447 for ""marine biome""","ENVO:00002151 for ""ocean water""","ENVO:00002010 for ""seawater""",8.2,NaN,NaN,NaN,NaN,NaN,NaN,2.33,3363,NaN,NaN,304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN
152,OSD152_2014-06-20_10m_NPL022,"",ERS667512,SAMEA3275503,44.6936,-63.6403,44.6936,-63.6403,10,2014-06-20,12:50:00-04,12:59:00-04,2014-06-20T16:50:00+00,2014-06-20T16:59:00+00,Compass Buoy Station - Bedford Basin,North Atlantic Ocean,1912,NPL022,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,"dive vessel, Eastcom",10L Niskin,10m - cast 2,8.5,30.1,"ENVO:00000447 for ""marine biome""","ENVO:00002151 for ""ocean water""","ENVO:00002010 for ""seawater""",8.2,NaN,NaN,NaN,NaN,NaN,NaN,2,3218,NaN,NaN,294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN
151,OSD151_2014-06-21_0m_NPL022,"",ERS667514,"",-34.42,-54.16,-34.42,-54.16,0,2014-06-21,11:30:00-03,12:00:00-03,2014-06-21T14:30:00+00,2014-06-21T15:00:00+00,South Atlantic Microbial Observatory,South Atlantic Ocean,1914,NPL022,Participation at OSD june 2014,"Zodiac, carboys",Acid rinsed plastic Carboys,Many particles in the water,11.67,32.86,ENVO:00000447,ENVO:00002042,ENVO:00002010,8.16,NaN,21.7,NaN,1.1,233.333,NaN,NaN,37.5,NaN,NaN,15.6,NaN,NaN,NaN,NaN,11.2,NaN,NaN,NaN,NaN,NaN,NaN
150,OSD150_2014-06-21_0m_NPL022,"",ERS667515,"",-34.6759,-54.2752,-34.6759,-54.2752,0,2014-06-21,12:00:00-03,12:10:00-03,2014-06-21T15:00:00+00,2014-06-21T15:10:00+00,Laguna Rocha Sur,South Atlantic Ocean,1914,NPL022,Participation at OSD june 2014,"Zodiac, carboys",Acid rinsed plastic Carboys,Costal Rochas lagoon,9.99,18,costal lagoon periodically connected to the Atlantic Ocean,ENVO:00002042,ENVO:00002042,NaN,NaN,3.5,NaN,NaN,366.667,NaN,NaN,20.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.2,NaN,NaN,NaN,NaN,NaN,NaN
149,OSD149_2014-06-21_0m_NE08,"",ERS667516,"",-34.37,-54.16,-34.37,-54.16,0,2014-06-21,11:40:00-03,11:50:00-03,2014-06-21T14:40:00+00,2014-06-21T14:50:00+00,Laguna Rocha Norte,South Atlantic Ocean,1914,NE08,Participation at OSD june 2014,"Zodiac, carboys",Acid rinsed plastic Carboys,costal lagoon norte,10.98,14.3,costal lagoon periodically connected to the Atlantic Ocean,ENVO:00002042,ENVO:00002042,NaN,NaN,3.8,NaN,NaN,383.333,NaN,NaN,17.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7,NaN,NaN,NaN,NaN,NaN,NaN
149,OSD149_2014-06-21_0m_NPL022,"",ERS667517,"",-34.37,-54.16,-34.37,-54.16,0,2014-06-21,11:40:00-03,11:50:00-03,2014-06-21T14:40:00+00,2014-06-21T14:50:00+00,Laguna Rocha Norte,South Atlantic Ocean,1914,NPL022,Participate at OSD june 2014,"Zodiac, carboys",Acid rinsed plastic Carboys,Coastal lagoon North,10.98,14.3,costal lagoon periodicay coneccted to the Atlantic Ocean,ENVO:00002042,ENVO:00002042,NaN,NaN,3.8,NaN,NaN,383.333,NaN,NaN,20940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7,NaN,NaN,NaN,NaN,NaN,NaN
148,OSD148_2014-06-21_0m_NPL022,"",ERS667518,SAMEA3275504,53.580926,8.148636,53.580926,8.148636,0,2014-06-21,09:45:00+01,10:00:00+01,2014-06-21T08:45:00+00,2014-06-21T09:00:00+00,Wadden Sea,North Sea,2350,NPL022,Integration of general public Coupling of Citclops data,SDN:L06:31 FB Otzum,"Free falling water sampler (General Oceanics, Niskin sampling bottle)","1) discrete water sample with free falling water sampler 2) filtration of sample with vaccum pump, Sterivex filter used 3) immediate freezing at -20Â°C",17.77,31.14,ENVO:00000447,ENVO:00002042,ENVO:00002010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4060,NaN,NaN,9.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.69,NaN,NaN
147,OSD147_2014-06-21_0m_NPL022,"",ERS667519,SAMEA3275505,8.5216,81.0521,8.5216,81.0521,0,2014-06-21,11:03:00+05:30,11:25:00+05:30,2014-06-21T05:33:00+00,2014-06-21T05:55:00+00,Rajarata,Bay of Bengal,4273,NPL022,"To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.",Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.,"10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature.  Refractometer used to measure salinity","surface water sample from sea off Pulmoddai, Sri Lanka",28.8,33,ENVO:00000447,ENVO:00000569,ENVO:00002042,8.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.2,NaN,NaN,229.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
145,OSD145_2014-06-21_0m_NPL022,"",ERS667521,SAMEA3275507,51.361369,3.118856,51.361369,3.118856,0,2014-06-21,11:45:00+01,12:05:00+01,2014-06-21T10:45:00+00,2014-06-21T11:05:00+00,North Sea - Blankenberge,North Sea,2350,NPL022,Contribute as organized citizen scientist group to OSD. ,"Self-propelled small boat, Macilk",Sterile flask from surface water,"OSD145stationBlankenbergeSelf-propelled small boat, MacilkNiskin2014-06-21T11:45:00Z",17,100,Marine environment,"Belgian marine environment, sample taken at surface",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,OSD144_2014-06-24_0m_NPL022,"",ERS667522,SAMEA3275508,21.26882,-157.72231,21.26882,-157.72231,0,2014-06-24,20:08:00-10,20:08:00-10,2014-06-24T06:08:00+00,2014-06-24T06:08:00+00,Maunalua Bay O'ahu,North Pacific Ocean,1908,NPL022,OSD,BOAT,ACID WASHED BUCKET,ACID WASHED BUCKET SCOOPED SURFACE WATER,25.8,35,ENVO:00000447,ENVO:00002042,ENVO:00002010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143,OSD143_2014-06-21_1m_NE08,"",ERS667524,SAMEA3275510,31.982820,-81.01667,31.982820,-81.01667,1,2014-06-21,14:00:00-05,15:00:00-05,2014-06-21T19:00:00+00,2014-06-21T20:00:00+00,Skidaway Institute of Oceanography,North Atlantic Ocean,1912,NE08,Long-term time series program to explore the impact of human and climate variability on pelagic processes in a subtropical estuary,"Permanent dock, Skidaway Institute of Oceanography main dock","Manta2 6-parameter water quality sonde, Niskin bottle",Replicate 0.3L water samples collected onto 0.8 um filters and store in individual 5 ml cryovials.,30.79,26.58,Estuary,Subtropical,Water,7.53,0.7,0.1,NaN,NaN,268.4,NaN,NaN,NaN,NaN,NaN,5.85,NaN,NaN,NaN,15.4,0.2,NaN,NaN,20.4,5.3,4.97,NaN
142,OSD142_2014-06-21_1m_NPL022,"",ERS667526,SAMEA3275512,31.383607,-80.866685,31.383607,-80.866685,1,2014-06-21,10:00:00-05,13:00:00-05,2014-06-21T15:00:00+00,2014-06-21T18:00:00+00,Gray’s Reef National Marine Sanctuary,North Atlantic Ocean,1912,NPL022,"Water quality monitoring time-series at NOAA Gray's Reef National Marine Sanctuary, USA",Sampled from the Research Vessel Sam Gray at NDBC station 41008,Niskin bottle to collect water.  In situ WetLabs sensors at 1M,Surface water (1M) at NDBC 41008,27.43,35.85,Oceanic,Continental Shelf,Water,7.97,NaN,0.3,NaN,NaN,112.21,NaN,NaN,NaN,NaN,NaN,7.99,NaN,NaN,NaN,6.9,0.1,NaN,NaN,0.8325,5.5,NaN,NaN
141,OSD141_2014-06-20_5m_NE08,"",ERS667527,SAMEA3275513,60.16121,5.11504,60.16121,5.11504,5,2014-06-20,09:45:00+01,10:00:00+01,2014-06-20T08:45:00+00,2014-06-20T09:00:00+00,Raunefjorden,North Sea,2350,NE08,OSD 2014,Boat,Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.,Coastal northern atlantic water,10.13,30.67,Atlantic ocean,Fjord water,30 L Plastic container,7.91,0.2,NaN,NaN,NaN,NaN,980370000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,NaN,0.59,NaN,NaN,NaN
141,OSD141_2014-06-20_5m_NPL022,"",ERS667528,SAMEA3275514,60.16121,5.11504,60.16121,5.11504,5,2014-06-20,09:45:00+01,10:00:00+01,2014-06-20T08:45:00+00,2014-06-20T09:00:00+00,Raunefjorden,North Sea,2350,NPL022,OSD 2014,Boat,Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.,Coastal Northern Atlantic water,10.13,30.67,Atlantic ocean,Fjord water,30 L Plastic container,7.91,0.2,NaN,NaN,NaN,NaN,980370000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,NaN,0.59,NaN,NaN,NaN
