00000413	pingo	A mound of earth-covered ice found in the Arctic, subarctic, and Antarctica that can reach up to 70 metres in height and up to 2 kilometres in diameter.	false
00000414	natural arch	A natural formation where a rock arch forms, with a natural passageway through underneath.	false
00000415	raised beach	A beach or wave cut platform raised above the shore line by a relative fall in the sea level.	false
00000416	coastal dune		false
00000417	machair	A fertile low-lying raised beach found on the some of the coastlines of Ireland and Scotland, in particular in the Outer Hebrides.	false
00000418	ria	A submergent coastal landform that forms where sea levels rise relative to the land either as a result of eustatic sea level change; where the global sea levels rise or isostatic sea level change; where the land sinks. When this happens valleys which were previously at sea level become submerged.	false
00000419	stack	A geological landform consisting of a steep and often vertical column or columns of rock in the sea near a coast.	false
00000420	tombolo	A deposition landform such as a spit or bar which forms a narrow piece of land between an island or offshore rock and a mainland shore, or between two islands or offshore rocks. They usually form because the island causes wave refraction, depositing sand and shingle moved by longshore drift in each direction around the island where the waves meet. Eustatic sea level rise may also contribute to accretion as material is pushed up with rising sea levels.	false
00000421	wave-cut platform	The narrow flat area often seen at the base of a sea cliff caused by the action of the waves.	false
00000422	limestone pavement	A natural karst landform consisting of a flat, incised surface of exposed limestone that resembles artificial pavement.	false
00000423	river island	An island that lies in a river.	false
00000424	lake island	An island that lies in a lake.	false
00000426	ocean floor	The surface that underlies an ocean.	false
00000427	meander	A bend in a stream. A stream flowing through a wide valley or flat plain will tend to form a meanders as it alternatively erodes and deposits sediments along its course.	false
00000428	biome	A biome is an environmental system to which resident ecological communities have evolved adaptations.	false
00000429	arete	A thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys. The arte is a thin ridge of rock that is left separating the two valleys. Artes can also form when two glacial cirques erode towards one another, although frequently this results in a saddle-shaped pass, called a col.	false
00000430	dirt cone	A feature of a glacier, in which dirt, which has fallen into a hollow in the ice, forms a coating which insulates the ice below. The surrounding ice melts away, leaving the dirt cone.	false
00000431	drumlin field	A cluster of dozens to hundreds of similarly shaped, sized and oriented drumlins.	false
00000432	monadnock	An isolated hill, knob, ridge, or small mountain that rises abruptly from a gently sloping or virtually level surrounding plain.	false
00000433	kame terrace	A terrace associated with a kame.	false
00000434	outwash fan	A fan-shaped body of sediments deposited by braided streams from a melting glacier.	false
00000435	proglacial lake	A lake formed either by the damming action of a moraine or ice dam during the retreat of a melting glacier, or one formed by meltwater trapped against an ice mass due to isostatic depression of the crust around the ice.	false
00000436	tunnel valley	A deep but narrow valley with a 'U' shaped cross-section and frequently a 'U' shaped plan which is usually found filled with glacial till. It is formed when the edge of an ice mass advances up a slope. Its length may be appropriately measured in centimetres or kilometres, depending on the circumstances of formation.	false
00000437	Nye channel	A small tunnel valley.	false
00000438	alas	A steep-sided depression formed by the melting of permafrost; it may contain a lake.	false
00000439	dell	A small wooded valley, either U- or V-shaped.	false
00000440	rock shelter	A shallow cave-like opening at the base of a bluff or cliff.	false
00000441	terracette	A ridge on a hillside formed when saturated soil particles expand, then contract as they dry, causing them to move slowly downhill.	false
00000442	maelstrom	A very powerful whirlpool.	false
00000443	flood control reservoir	A reservoir constructed for the purpose of containing a flood, an overflow of water from a body of water that sumerges land.	false
00000444	clearing	A tract of land with few or no trees in the middle of a wooded area.	false
00000445	transvasement	An aquaduct to transport water from one river basin to another one, to solve problems of hydrographic imbalance. It can decrease floods, moving the water to lands with droughts.	false
00000446	terrestrial biome	A biome that applies to the terrestrial realm.	false
00000447	marine biome	An aquatic biome that comprises systems of open-ocean and unprotected coastal habitats, characterized by exposure to wave action, tidal fluctuation, and ocean currents as well as systems that largely resemble these. Water in the marine biome is generally within the salinity range of seawater: 30 to 38 ppt.	false
00000448	hydroelectric reservoir	A reservoir constructed for the purpose of generating electricity.	false
00000449	drinking water reservoir	A reservoir constructed for the purpose of providing drinking water.	false
00000450	irrigation reservoir	A reservoir constructed for the purpose of providing water for irrigation.	false
00000451	amenity lake	A lake constructed, or modified, for the chief purpose of providing an amenity.	false
00000452	ribbon lake	A lake that is long, narrow, and finger-shaped, usually found in a glacial trough. Its formation begins when a glacier moves over an area containing alternate bands of hard and soft bedrock. The sharp-edged boulders carried at the bottom of the glacier erode the softer rock more quickly by abrasion, thus creating a hollow called a rock basin. On either side of the rock basin, the more resistant rock is eroded less and these outcrops of harder rock are known as rock bars, which act as dams between which rainwater may accumulate after the retreat of the ice age, filling up the rock basin and creating a ribbon lake. A ribbon lake may also form behind a terminal or recessional moraine, both of which also act as dams, enabling water to accumulate behind them. A ribbon lake may also occur if a tributary glacier joins a main glacier. The increase in power can create a trough, which is filled with water from a river/meltwater to create a ribbon lake.	false
00000453	liman	A lake or estuary that is formed at the mouth of a river where flow is blocked by a bar of sediments. It can be maritime (the bar being created by the current of a sea) or fluvial (the bar being created by the flow of a bigger river at the confluence).	false
00000454	turlough	An intermittent lake unique to the limestone areas of Ireland, mostly west of the River Shannon. Most turloughs flood in the autumn, usually some time in October, and then dry up some time between April and July.	false
00000455	tarn	A mountain lake that is formed in a cirque excavated by a glacier. A moraine may form a natural dam below a tarn.	false
00000456	tidewater glacier	A glacier that flows into the sea.	false
00000457	plateau glacier	A glacier on a plateau or high area, smaller than an ice sheet.	false
00000458	valley glacier	A glacier that forms in a mountain valley.	false
00000459	outlet glacier	A glacier fed by an ice sheet.	false
00000460	penplain	A region of low topographic relief as a consequence of erosion by streams.	false
00000461	pseudocrater	A volcanic landform which resembles a true volcanic crater, but differs in that it is not an actual vent from which lava has erupted. A pseudocrater is characterised by the absence of any magma conduit which connects below the surface of the earth. Pseudocraters are formed by steam explosions as flowing hot lava crosses over a wet surface, such as a swamp, a lake, or a pond. The explosive gases break through the lava surface in a manner similar to a phreatic eruption, and the tephra builds up crater-like forms which can appear very similar to real volcanic craters.	false
00000462	polygenetic volcanic field	A volcanic field of scattered volcanic vents. These volcanic fields, containing numerous polygenetic volcanoes, are noted for having more than one eruptive event from the same vent(s), rather than the more common monogenetic volcanic field. Polygenetic volcanic fields generally occur where there is a high-level magma chamber. These volcanic fields may show lithological discontinuities due to major changes in magma chemistry, volcanotectonic events, or long erosional intervals, and may last >10 million year period.	false
00000463	harbor	A place where ships may shelter from the weather or are stored.	false
00000464	artificial harbor	A harbor constructed by human agency.	false
00000465	natural harbor	A harbor which is formed by a natural landform where a part of a body of water is protected and deep enough to furnish anchorage.	false
00000466	marine hydrographic feature		true
00000467	university campus	An area of land on which a college or university and related institutional buildings are situated.	false
00000468	hydroelectric dam	A dam constructed for the purpose of generating electricity from the water stored behind it.	false
00000469	research facility	A facility, permanent or temporary, on land, in air, space or water, where scientific research or measurements can be undertaken.	false
00000470	irrigation dam	A dam constructed for the purpose of holding water in a reservoir for irrigation.	false
00000471	flood control dam	A dam constructed for the purpose of controlling flooding.	false
00000472	backwater	An area of calm water unaffected by the current of a stream.	false
00000473	gravel pit	A quarry from which gravel is extracted.	false
00000474	cut	An excavation of the Earth's surface to provide passage for a road, railway, canal, etc.	false
00000475	inlet	An opening of the sea into the land, or of a lake into its shore.	false
00000476	lake inlet	An opening of a lake into its shore.	false
00000477	mount	A mountain or a hill.	false
00000478	range of mounts		false
00000479	mouth	The exit or point of discharge of a stream into another stream, lake or sea.	false
00000480	peak	The summit of a mount.	false
00000481	pinnacle	A tall, slender, spire-shaped rock projecting from a level or more gently sloping surface.	false
00000482	sea floor	The ground surface that lies beneath a sea.	false
00000483	plunge pool	A hollow eroded by the force of the falling water at the base of a waterfall, particularly by the eddying effect.	false
00000484	polynya	Any enclosed water area in pack ice other than a lead, not large enough to be called open water. When frozen over, a polyna becomes an ice skylight from the point of view of the submariner.	false
00000485	sea shore	That part of the land in immediate contact with a sea, including the intertidal zone.	false
00000486	shoreline	The line of contact between a body of water and the land.	false
00000487	paternoster lake	One of a series of glacial lakes connected by a single stream or a braided stream system.	false
00000488	glacial lake	A lake associated with a glacier.	false
00000489	palsa	A low oval elevation in areas with permafrost, frequently peat bogs, where a perennial ice lens has developed within the soil. A palsa consists, similarly to a pingo, of an ice core and overlying soil materials, in case of a palsa usually boggy soil. Palsas are characteristically found in areas with discontinuous permafrost and in such areas bay be the only reliable surface evidence of permafrost. A palsa needs large quantities of water for the formation of its ice core (i.e. ice lens), which is why they frequently emerge from and are bound by boggy soils, which can store enormous quantities of water in their pores. Palsas develop particularly in moorlands and are therefore also named palsamoors.	false
00000490	consequent stream	A stream whose course is a direct consequence of the original slope of the surface upon which it developed, i.e., a stream that follows the slope of the original land.	false
00000491	subsequent stream	A stream whose course has been determined by selective headward erosion along weak strata. These streams have generally developed after the original stream. Subsequent streams developed independently of the original relief of the land and generally follow paths determined by the weak rock belts.	false
00000492	resequent stream	A stream whose course follows the original relief, but at a lower level than the original slope (e.g., flows down a course determined by the underlying strata in the same direction). These streams develop later and are generally a tributary to a subsequent stream.	false
00000493	obsequent stream	A stream flowing in the opposite direction of the consequent drainage.	false
00000494	insequent stream	A stream that has an almost random drainage often forming dendritic patterns. These are typically tributaries and have developed by a headward erosion on a horizontally stratified belt or on homogeneous rocks. These streams follow courses that apparently were not controlled by the original slope of the surface, its structure or the type of rock.	false
00000495	tributary	A stream or river which flows into another river (a parent river) or body of water but which may not flow directly into the sea.	false
00000496	rill	A narrow and shallow incision into soil resulting from erosion by overland flow that has been focused into a thin thread by soil surface roughness. Rilling, the process of rill formation, is common on agricultural land and unvegetated ground.	false
00000497	rincon	An incised meander on a river.	false
00000498	volcanic dike	An intrusive igneous body. Its thickness is usually much smaller than its other two dimensions. Thickness can vary from sub-centimeter scale to many meters in thickness and the lateral dimensions can extend over many kilometers. A dike is an intrusion into a cross-cutting fissure, meaning a dike cuts across other pre-existing layers or bodies of rock, this means that a dike is always younger than the rocks that contain it. Dikes are usually high angle to near vertical in orientation, but subsequent tectonic deformation may rotate the sequence of strata through which the dike lies so that the latter becomes horizontal.	false
00000499	trough	A linear structural depression that extends laterally over a distance, while being less steep than a trench. A trough can be a narrow basin or a geologic rift. There are various oceanic troughs, troughs found under oceans; examples include the rift along the mid-oceanic ridge and the Cayman Trough.	false
00000500	beaver dam	An obstruction in a stream constructed by a beaver.	false
00000501	bed	The portion of the ground surface which lies below water.	false
00000502	intermittent saline lake	A saline lake that is not permanently filled with water, at times being dry.	false
00000503	intermittent oxbow lake	An oxbow lake that is not permanently filled with water, at times being dry.	false
00000504	intermittent pond	A pond that is not permanently filled with water, at times being dry.	false
00000505	underground irrigation canal	A gently inclined underground tunnel bringing water for irrigation from an aquifer.	false
00000506	intermittent reservoir	A reservoir that is not permanently filled with water, at times being dry.	false
00000507	wadi mouth	The lower terminus of a wadi where it widens into an adjoining floodplain, depression, or water body.	false
00000508	terrace	A step-like feature between higher and lower ground: a relatively flat or gently inclined shelf of earth, backed and fronted by steep slopes or manmade detaining walls.	false
00000509	marine terrace		false
00000510	meander neck		false
00000511	blanket bog	A peatland whose development is mostly independent of basins or topographical features where water collects; it simply covers the landscape like a blanket. Peat develops due to a continuous supply of water from rainfall, maintaining waterlogged conditions on the ground. Blanket bogs are ombrotrophic or rain fed, and as a result their pH lies between 3.5 and 4.2.	false
00000512	pond bed	The ground surface that lies beneath a pond.	false
00000513	reservoir bed	The ground surface that lies beneath a reservoir.	false
00000514	crater	A generally circular saucer or bowl-shaped depression caused by volcanic or meteorite explosive action.	false
00000515	road cut	A cut to provide passage for a road.	false
00000516	hammock	A patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups.	false
00000517	lost stream	A surface stream that disappears into an underground channel, or dries up in an arid area.	false
00000518	ditch mouth	The exit or point of discharge of a ditch.	false
00000519	agricultural terrace		false
00000520	landslide	A mound of earth material, at the base of a slope and the associated scoured area.	false
00000521	rockfall	An irregular mass of fallen rock at the base of a cliff or steep slope.	false
00000522	canal tunnel	A tunnel through which a canal passes.	false
00000523	cutoff	A channel formed as a result of a stream cutting through a meander neck.	false
00000524	abandoned watercourse	A former stream or distributary no longer carrying flowing water, but still evident due to lakes, wetland, topographic or vegetation patterns.	false
00000525	canalized stream	A stream that has been substantially ditched, diked, or straightened.	false
00000526	cleft	A deep narrow slot, notch, or groove in a cliff.	false
00000527	interfluve	A relatively undissected upland between adjacent stream valleys.	false
00000528	ice cap ridge	A linear elevation on an icecap.	false
00000529	beach ridge	A ridge of sand just inland and parallel to the beach, usually in series.	false
00000530	apron	A gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts.	false
00000531	ice cap depression	A depression which is part of an ice cap.	false
00000532	intermittent saline evaporation pond		false
00000533	landfill	A site at which refuse is dumped, normally filling a natural or artificial depression.	false
00000534	pothole		false
00000535	weir	A low obstruction built across the path of s stream to raise its level.	false
00000536	moatan	An annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations.	false
00000537	boulder field	A high altitude or high latitude bare, flat area covered with large angular rocks.	false
00000538	arrugado	An undersea area of subdued corrugations off Baja California.	false
00000539	sill	The low part of a gap or saddle separating basins.	false
00000540	brackish lake		false
00000541	brackish pond		false
00000542	kame	An irregularly shaped hill or mound composed of sorted or stratified sand and gravel that is deposited in contact with the glacial ice. It can have an irregular shape. Kames are often associated with kettles, and this is referred to as kame and kettle topography. When the ice retreats further, the delta kame often collapses. Kame terraces are frequently found along the side of a glacial valley and are the deposits of meltwater streams flowing between the ice and the adjacent valley side.	false
00000543	swale	A low tract of land, especially when moist or marshy. The term can refer to a natural landscape feature or a human-created one. When created by humans, this open drain system is designed to manage water runoff.	false
00000544	leat	A man-made watercourse, or makeshift aqueduct, often an artificial channel which supplies water to a watermill or its mill pond, collecting water from upstream of the mill so that the natural level of the driving water is above the level of the stream at the mill. Alternatively to may deliver water for mineral washing and concentration, irrigation or to a dye works.	false
00000545	shingle beach	A beach which is armoured with pebbles or small to medium sized cobbles.	false
00000546	lake sediment	Lake sediment is sediment which covers the bottom of a lake. Lake sediments are comprised mainly of clastic material (sediment of clay, silt, and sand sizes), organic debris, chemical precipitates, or combinations of these.	false
00000547	waterhole	A pond, often temporary or seasonal, used as a drinking place by mammals and birds.	false
00000548	gravel field		false
00000549	intermittent water body	A water body that is not permanently filled with water, at times being dry.	false
00000550	range of seamounts		false
00000551	endorheic basin	A drainage basin from which there is no outflow of water, either on the surface as rivers, or underground by flow or diffusion through rock or permeable material.	false
00000552	talik	An area of unfrozen ground surrounded by permafrost.	false
00000553	multipurpose dam	A dam constructed for more than one purpose.	false
00000554	saddle dam	An auxiliary dam constructed to confine the reservoir created by a primary dam either to permit a higher water elevation and storage or to limit the extent of a reservoir for increased efficiency.	false
00000555	check dam	A dam designed to reduce flow velocity and control soil erosion.	false
00000556	wing dam	A dam that only partly restricts a waterway, creating a faster channel that resists the accumulation of sediment.	false
00000557	dry dam	A dam designed to control flooding. It normally holds back no water and allows the channel to flow freely, except during periods of intense flow that would otherwise cause flooding downstream.	false
00000558	diversionary dam	A dam designed to divert all or a portion of the flow of a river from its natural course.	false
00000559	weapons test site	A region at which weapons, typically military, are tested.	false
00000560	nuclear weapons test site	A weapons test site at which nuclear weapons are, or have been, tested.	false
00000561	military training area	A region in which military personnel train.	false
00000562	park	A bounded area of land, or water, usually in its natural or semi-natural (landscaped) state and set aside for some purpose, usually to do with recreation or conservation.	false
00000563	pier	A raised walkway over water, supported by piles or pillars.	false
00000564	archeological site	A place (or group of physical sites) in which evidence of past activity is preserved (either prehistoric or historic or contemporary), and which is, has been, or may be, investigated using the discipline of archaeology.	false
00000565	sports facility	A building or region where sports activities can be carried out.	false
00000566	winter sports facility	A sports facility constructed for skiing and allied sports that require snow and/or ice.	false
00000567	calanque	A deep valley with steep sides, typically of limestone, in part submerged by the sea.	false
00000568	aerial habitat	A habitat that is solely in the air.	true
00000569	marine habitat	A habitat that is in or on a sea or ocean containing high concentrations of dissolved salts and other total dissolved solids (typically >35 grams dissolved salts per litre).	true
00000570	brackish water habitat	A habitat that is in or on a body of water (as in estuaries) containing medium concentrations of dissolved salts and other total dissolved solids (typically 0.5 to 35 grams dissolved salts per litre).	true
00000571	arboreal habitat	A habitat in or on trees.	true
00000572	subterrestrial habitat	A habitat that is below the surface of the earth.	true
00000856	city	Incorporated populated place.	false
00000873	freshwater biome	A biome that applies to the freshwater realm.	false
00000874	Tundra biome		true
00000875	Temperate coniferous forest biome		true
00000876	Temperate broadleaf and mixed forest biome		true
00000877	Temperate grasslands, savannas, and shrubland biome		true
00000878	Mediterranean forests, woodlands, and shrub biome		true
00000879	Tropical and subtropical moist broadleaf forest biome		true
00000880	Tropical and subtropical dry broadleaf forest biome		true
00000881	Tropical and subtropical grasslands, savannas, and shrubland biome		true
00000882	Montane grasslands and shrubland biome		true
00000883	Deserts and xeric shrubland biome		true
00000884	Mangrove biome		true
00000885	Flooded grasslands and savanna biome		true
00000886	endolithic habitat	A habitat consisting of the spaces within rocks, such as pores between aggregate grains. Inhabited by endolithic organisms.	true
00000887	Large river biome		false
00000888	Large river headwater biome		false
00000889	Large river delta biome		false
00000890	Small river biome		false
00000891	Large lake biome		false
00000892	Small lake biome		false
00000893	Xeric basin biome		false
00000894	Polar biome		true
00000895	Temperate shelf and sea biome		true
00000896	Temperate upwelling biome		true
00000897	Tropical upwelling biome		true
00000898	Tropical coral biome		true
00001995	rock	A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids.	false
00001996	mine drainage	The outflow of water from a mine.	false
00001997	acid mine drainage	A mine drainage with an acidic pH.	false
00001998	soil	Any material within 2 m from the Earth's surface that is in contact with the atmosphere, with the exclusion of living organisms, areas with continuous ice not covered by other material, and water bodies deeper than 2 m.	false
00001999	marine water body	A significant accumulation of water which is part of a marine biome.	false
00002000	slope	The part of an elevation or depression between the relatively flat surrounding area and the peak of a mount or the bottom of a depression.	false
00002001	waste water	Water that has been adversely affected in quality by anthropogenic influence.	false
00002002	food product	A substance, usually composed primarily of carbohydrates, fats, water and/or proteins, that can be eaten or drunk by an animal or human being for nutrition or pleasure.	false
00002003	feces	Feces is an excreta consisting of waste products expelled from an animal's digestive tract through the anus (or cloaca) during defecation.	false
00002004	mesoscopic physical object	An environmental feature that is, or can be, contained and is predominantly composed of one or a few types of stuff.	false
00002005	air	The mixture of gases (roughly (by molar content/volume: 78% nitrogen, 20.95% oxygen, 0.93% argon, 0.038% carbon dioxide, trace amounts of other gases, and a variable amount (average around 1%) of water vapor) that surrounds the planet Earth.	false
00002006	water	An environmental material primarily composed of dihydrogen oxide in its liquid form.	false
00002007	sediment	Sediment is an environmental substance comprised of any particulate matter that can be transported by fluid flow and which eventually is deposited as a layer of solid particles on the bedor bottom of a body of water or other liquid.	false
00002008	dust	Minute solid particles with diameters less than 500 micrometers. Occurs in and may be deposited from, the atmosphere.	false
00002009	terrestrial habitat	A habitat that is on or at the boundary of the surface of the Earth.	true
00002010	saline water		false
00002011	fresh water		false
00002012	hypersaline water		false
00002013	igneous rock	Rock formed from molten magma.	false
00002014	plutonic rock	An igneous rock that results from the crystallization of a magma below the surface of the Earth.	false
00002015	volcanic rock	An igneous rock that results from magma reaching the surface either as lava or fragmental ejecta.	false
00002016	sedimentary rock	A rock formed by deposition of either clastic sediments, organic matter, or chemical precipitates (evaporites), followed by compaction of the particulate matter and cementation during diagenesis.	false
00002017	metamorphic rock	A rock formed by subjecting any rock type (including previously-formed metamorphic rock) to different temperature and pressure conditions than those in which the original rock was formed. These temperatures and pressures are always higher than those at the Earth's surface and must be sufficiently high so as to change the original minerals into other mineral types or else into other forms of the same minerals (e.g. by recrystallisation).	false
00002018	sewage	Wastewater that is contaminated with feces or urine,	false
00002019	brackish water		false
00002020	extreme habitat	A habitat having at least one environmental quality that tends towards either the largest or smallest element of the set. The physical or geochemical extreme conditions found in an extreme habitat are often detrimental to the majority of life on Earth.	true
00002021	acid habitat	A habitat in which the pH is <pH3. Inhabited by acidophilic organisms.	true
00002022	alkaline habitat	A habitat in which the pH is >pH9. Inhabited by alkaliphilic organisms.	true
00002023	high pressure habitat	A habitat characterized by high gas or liquid pressure, inhabited by barophilic (piezophilic) organisms.	true
00002024	haline habitat	A habitat characterized by a concentration of salt at least 2M. Inhabited by halophilic organisms.	true
00002025	high temperature habitat	A habitat characterized by an average temperature of at least 60deg C. Inhabited by thermophilic organisms.	true
00002026	cold temperature habitat	A habitat characterized by an average temperature of 15deg C or lower. Inhabited by psychrophilic (cryophilic) organisms.	true
00002027	extreme high temperature habitat	A habitat characterized by an average temperature of at least 80deg C. Inhabited by hyperthermophilic organisms.	true
00002028	high osmolarity habitat	A habitat characterized by a high osmolarity, typically the result of a high concentration of sugars. Inhabited by osmophilic organisms.	true
00002029	extraterrestial habitat		true
00002030	aquatic biome		false
00002031	anthropogenic habitat	A habitat that is in or on an environmental feature or material derived from human activity.	true
00002032	organism-associated habitat	A habitat that is in or on a living thing.	true
00002033	carcass	The dead body of an animal.	false
00002034	biofilm	A complex aggregation of microorganisms marked by the excretion of a protective and adhesive matrix; usually adhering to a substratum.	false
00002035	meteorite	A natural object originating in outer space that survives an impact with the Earth's surface without being destroyed.	false
00002036	habitat	A spatial region having environmental qualities which may sustain an organism or a community of organisms.	false
00002037	freshwater habitat	A habitat that is in or on a body of water containing low concentrations of dissolved salts and other total dissolved solids (<0.5 grams dissolved salts per litre).	true
00002038	WWF biome		true
00002039	bone	The rigid organs that form part of the endoskeleton of vertebrates.	true
00002040	wood		false
00002041	ground water		false
00002042	surface water		false
00002043	wastewater treatment plant		false
00002044	sludge	The residual semi-solid material left from domestic or industrial processes, or wastewater treatment processes.	false
00002045	anaerobic sediment	Sediment characterised by the absence of oxygen.	false
00002046	activated sludge		false
00002047	urine	Urine is a liquid excreta containing water and waste products made by the kidneys, stored in the bladder, and leaves the body through the urethra.	false
00002048	chondrite	A stony meteorite that have not been modified due to melting or differentiation of the parent body.	false
00002049	stony meteorite		false
00002050	achondrite	A stony meteorite that is made of material similar to terrestrial basalts or plutonic rocks.	false
00002051	stony-iron meteorite	A meteorite that consists of a mixture of iron-nickel metal and silicate minerals.	false
00002052	iron meteorite	A meteorite that overwhelmingly of nickel-iron alloys.	false
00002053	limestone	A sedimentary rock composed largely of the mineral calcite.	false
00002054	chalk	A soft, white, porous limestone.	false
00002055	sandstone	A sedimentary rock composed mainly of sand-size mineral or rock grains.	false
00002056	shale	A fine-grained sedimentary rock whose original constituents were clays or muds. It is characterized by thin laminae breaking with an irregular curving fracture, often splintery and usually parallel to the often-indistinguishable bedding plane.	false
00002057	raw primary sludge		false
00002058	secondary sludge		false
00002059	biosolids	A treated form of sludge, sometimes used as a fertilizer in agriculture.	false
00002060	oil sludge	A solid or gel in motor oil caused by the oil gelling or solidifying, usually at temperatures lower than 100deg C.	false
00002061	oil spill	The result of the unintentional release of liquid petroleum hydrocarbon into the environment as a result of human activity.	false
00002062	oil	OBSOLETE.	true
00002063	oil seep	The result of the release of natural hydrocarbons to the surface of the earth, including beneath the sea, by natural geological processes.	false
00002112	gold mine drainage		false
00002113	marine sediment	Marine sediment is a sediment that accumulates in the flat or very gently sloping areas of the deep ocean basin floor. The three main types of marine sediment, also known as pelagic sediment, are siliceous oozes, calcareous oozes, and red clays.	false
00002114	contaminated sediment		false
00002115	petroleum contaminated sediment		false
00002116	contaminated soil	A portion of contaminated soil is a portion of soil with elevated levels of some contaminant.	false
00002117	creosote contaminated soil		false
00002118	sea sand		false
00002119	alkaline hot spring	A hot spring whose water has an alkaline pH.	false
00002120	acid hot spring	A hot spring whose water has an acidic pH.	false
00002121	alkaline salt lake		false
00002122	arsenic-rich mud		false
00002123	bioreactor		false
00002124	anaerobic bioreactor		false
00002125	anaerobic dechlorinating bioreactor	A device or system that supports a biologically active environment. A vessel in which is carried out a chemical process which involves organisms or biochemically active substances derived from such organisms. This process can either be aerobic or anaerobic.	false
00002126	aerobic bioreactor		false
00002127	stream sediment		false
00002128	mesophilic sulfur spring		false
00002129	anaerobic sludge		false
00002130	hypolimnion	The dense, bottom layer of water in a thermally-stratified lake. It is the layer that lies below the thermocline.	false
00002131	epilimnion	The top-most layer in a thermally stratified lake, occurring above the deeper hypolimnion. It is warmer and typically has a higher pH and dissolved oxygen concentration than the hypolimnion.	false
00002132	metalimnion	The layer within a body of water or air where the temperature changes rapidly with depth.	false
00002133	anaerobic mud		false
00002134	anaerobic stream sediment		false
00002135	treated wood		false
00002136	arsenate treated wood		false
00002137	brackish estuary		false
00002138	beach sand		false
00002139	pebble	A clastic rock with a particle size of 4 to 64 millimeters based on the Krumbein phi scale of sedimentology.	false
00002140	cobble	A rock or rock fragment with a particle size between 64 and 256 mm.	false
00002141	leachate	The liquid produced when water percolates through any permeable material. It can contain either dissolved or suspended material, or usually both.	false
00002142	borax leachate		false
00002143	calcite hot spring		false
00002144	cave wall		false
00002145	chromate contaminated soil		false
00002146	xylene contaminated soil		false
00002147	coal mine lake sediment	Coal mine lake sediment is lake sediment which covers the bottom of a coal mine lake.	false
00002148	coarse beach sand		false
00002149	sea water		false
00002150	coastal sea water	Coastal sea water is sea water that is adjacent to a coast.	false
00002151	ocean water		true
00002152	biofilter		false
00002153	compost biofilter		false
00002154	radioactive sediment		false
00002155	high-level radioactive sediment		false
00002156	Superfund site	A highly contaminated site designated by the United States of America's Comprehensive Environmental Response, Compensation, and Liability Act.	false
00002157	stromatolite mat		false
00002158	ditch water		false
00002159	drilling bore water		false
00002160	estuarine mud		false
00002161	fermented agave juice		false
00002162	fermenting sugar cane juice		false
00002163	fermenting Elaeis Palm sap		false
00002164	fossil	The mineralized or otherwise preserved remains or traces (such as footprints) of animals, plants, and other organisms.	false
00002165	meat food product	A food product made of meat, the skeletal muscle and associated fat, and other edible tissues such as organs, livers, skin, brains, bone marrow, kidneys, or lungs, of mammals.	false
00002166	sausage	A food made from ground meat. Typically the sausage is formed in a casing traditionally made from intestine, but sometimes synthetic	false
00002167	platinum mine		false
00002168	gold mine		false
00002169	coal mine		false
00002170	compost	The aerobically decomposed remnants of organic materials.	false
00002171	hay compost		false
00002172	liver paste		false
00002173	hospital	A hospital is a building in which health care services are  provided by specialized staff and equipment.	false
00002174	hot dog	A moist sausage  of soft, even texture and flavor, often made from advanced meat recovery or meat slurry. Most types are fully cooked, cured or smoked. It is often placed hot in a special purpose soft, sliced hot dog bun.	false
00002175	processed meat product		false
00002176	contaminated sludge		false
00002177	1,4-dioxane contaminated sludge		false
00002178	iron-reducing zone of petroleum contaminated sediment	A zone within a portion of petroleum contaminated sediment within which iron-reducing processes occur.	false
00002179	intertidal sediment		false
00002180	naphthalene contaminated sediment		false
00002181	neutral hot spring	A hot spring whose water has a neutral pH.	false
00002182	nitrobenzene contaminated sediment		false
00002183	oil tank		false
00002184	underground physiographic feature		false
00002185	oil reservoir		false
00002186	contaminated water		false
00002187	milk formula		false
00002188	powdered milk formula		false
00002189	cheese product		false
00002190	yogurt	A dairy product produced by bacterial fermentation of milk.	false
00002191	animal litter	Straw or other material strewn in an animal's enclosure (e.g. a stable) for it to sleep on and to absorb its faeces and urine.	false
00002192	poultry litter		false
00002193	pulp-bleaching waste water		false
00002194	oil field production water		false
00002195	pyritic acid mine drainage		false
00002196	aquarium		false
00002197	saline water aquarium		false
00002198	fresh water aquarium		false
00002199	sandy beach		false
00002200	sea ice		false
00002201	cis-dichloroethane contaminated sediment		false
00002202	organically contaminated sediment		false
00002203	inorganically contaminated sediment		false
00002204	anthropogenic contamination feature		false
00002205	unexploded-ordnance dump		false
00002206	coal mine waste		false
00002207	self-heating coal mine waste		false
00002209	saline lake sediment	Saline lake sediment is sediment which covers the bottom of a saline lake.	false
00002210	sulfide-oxidizing bioreactor		false
00002211	thermophilic anaerobic methanogenic reactor		false
00002212	thermophilic granular sludge		false
00002213	anaerobic sludge blanket reactor		false
00002214	power plant	A power plant is a building which contains one or more generators which convert mechanical energy into electrical energy through the relative motion between a magnetic field and a conductor. The energy source harnessed to turn the generator varies widely.	false
